Molecule ChEMBL ID,Standard Value,Smiles
CHEMBL1688852,1.4,C=C[C@]1(C)C[C@@H](OC(=O)CSC(C)(C)CNC(=O)[C@H](N)C(C)C)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O
CHEMBL17157,306.0,CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1
CHEMBL1738857,3.0,COc1cc2cncnc2cc1OCCc1ccc2ccccc2n1
CHEMBL1741,173.4,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O
CHEMBL1744447,4600000.0,CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-].CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-].[Ca+2]
CHEMBL1751,4400000.0,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O
CHEMBL178,41.585,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1
CHEMBL1783764,5.3,CC(C)(CC1Cc2ccccc2C1)NC[C@@H](O)COc1cc(C2CC3CC2C2C(C(=O)O)C32)ccc1C#N
CHEMBL1783837,4.8,CN(C)[C@@H]1CCC[C@H]1Nc1nc(Nc2ccc(S(=O)(=O)NC3CC3)cc2)ncc1C(F)(F)F
CHEMBL1784408,2.6,Cc1nc2ccccc2n1C1CC2CCC(C1)N2CCC1(c2ccccc2)CCN(C(=O)c2ccccc2C(=O)O)CC1
CHEMBL1784409,4.2,Cc1nc2ccccc2n1C1CC2CCC(C1)N2CCC1(c2ccccc2)CCN(C(=O)c2cccc(C(=O)O)c2)CC1
CHEMBL1784464,1.9,Cc1nc2ccccc2n1C1CC2CCC(C1)N2CCC1(c2ccccc2)CCN(C(=O)c2cccc(C(N)=O)c2)CC1
CHEMBL1784465,1.3,Cc1nc2ccccc2n1C1CC2CCC(C1)N2CCC1(c2ccccc2)CCN(C(=O)C(C)(C)c2nnn[nH]2)CC1
CHEMBL1784466,1.5,Cc1nc2ccccc2n1C1CC2CCC(C1)N2CCC1(c2ccccc2)CCN(C(=O)C(C)(C)C(=O)NS(C)(=O)=O)CC1
CHEMBL1784468,1.7,Cc1nc2ccccc2n1C1CC2CCC(C1)N2CCC1(c2ccccc2)CCN(C(=O)c2cccc(C(=O)NO)c2)CC1
CHEMBL1784469,6.7,Cc1nc2ccccc2n1C1CC2CCC(C1)N2CCC1(c2ccccc2)CCN(C(=O)c2ccc3c(c2)CC(=O)NS3(=O)=O)CC1
CHEMBL1784470,1.9,Cc1nc2ccccc2n1C1CC2CCC(C1)N2CCC1(c2ccccc2)CCN(C(=O)c2cccc(-c3noc(=S)[nH]3)c2)CC1
CHEMBL1784471,236.0,Cc1nc2ccccc2n1C1CC2CCC(C1)N2CCC1(c2ccccc2)CCN(C(=O)C(C)(C)CO)CC1
CHEMBL1784472,192.0,COC(=O)c1cccc(C(=O)N2CCC(CCN3C4CCC3CC(n3c(C)nc5ccccc53)C4)(c3ccccc3)CC2)c1
CHEMBL1784473,1.0,Cc1nc2ccccc2n1C1CC2CCC(C1)N2CCC1(c2ccccc2)CCN(C(=O)c2cccc(S(N)(=O)=O)c2)CC1
CHEMBL1784476,4.6,CNS(=O)(=O)c1cccc(C(=O)N2CCC(CCN3C4CCC3CC(n3c(C)nc5ccccc53)C4)(c3ccccc3)CC2)c1
CHEMBL1784477,77.7,Cc1nc2ccccc2n1C1CC2CCC(C1)N2CCC1(c2ccccc2)CCN(C(=O)c2cccc(S(=O)(=O)N(C)C)c2)CC1
CHEMBL1784653,306.0,c1ccc2cc(-n3cnnc3-c3ccncc3)ccc2c1
CHEMBL1784659,379.0,c1ccc2cc(-c3cnnn3-c3ccncc3)ccc2c1
CHEMBL1784665,152.0,c1ccc2cc(-c3nn[nH]c3-c3ccncc3)ccc2c1
CHEMBL1784666,169.0,c1ccc2cc(-c3[nH]ncc3-c3ccncc3)ccc2c1
CHEMBL1790041,14.4,CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1
CHEMBL1795349,624.0,COc1ccc(F)cc1C(=O)c1cnc(NC2CCN(S(C)(=O)=O)CC2)nc1
CHEMBL1795628,280.5,COc1ccccc1C(=O)c1cnc(NC2CCN(C(=O)Nc3ccccc3)CC2)nc1N
CHEMBL1795654,475.0,COc1ccccc1C(=O)c1cnc(NC2CCN(C(=O)Nc3ccccc3)CC2)nc1
CHEMBL1795656,305.0,COc1ccccc1C(=O)c1cnc(NC2CCN(c3nc4ccccc4[nH]3)CC2)nc1
CHEMBL1796275,21000000.0,CN(C(=O)c1cc2c(s1)-c1ccc(C(N)=O)cc1OCC2)c1ccccc1Cl
CHEMBL1798027,21500000.0,CCCCc1ccc(-c2nc(C)c(/C(C)=N/NC(=N)N)s2)cc1
CHEMBL1800285,180000000.0,N#CC1(c2ccccn2)CCN(Cc2cc(C(=O)O)c(=O)n3ccccc23)CC1
CHEMBL1807603,2.3,O=C(NCCN1CCCC1)c1ccc(-c2cnc3ccc(NCC4CC4)nn23)cc1
CHEMBL1807606,6.2,CN(C)CCNC(=O)c1ccc(-c2cnc3ccc(NCC4CC4)nn23)cc1F
CHEMBL1807607,5.6,O=C(NCCN1CCCC1)c1ccc(-c2cnc3ccc(NCC4CC4)nn23)cc1F
CHEMBL1807609,4.2,O=C(NC[C@@H]1C[C@@H](F)CN1)c1ccc(-c2cnc3ccc(NCC4CC4)nn23)cc1F
CHEMBL1807618,7.0,O=C(NC[C@@H]1C[C@@H](F)CN1)c1ccc(-c2cnc3ccc(NC4CCC4)nn23)cc1F
CHEMBL1819134,19.0,COc1cc2ncnc(N(C)C)c2cc1OCCc1ccc2ccccc2n1
CHEMBL1819135,0.4,COc1cc2ncnc(-c3cccnc3)c2cc1OCCc1ccc2ccccc2n1
CHEMBL1819136,18.0,COc1cc2ncn(C)c(=O)c2cc1OCCc1ccc2ccccc2n1
CHEMBL1822138,368.0,O=C(CN1C(=O)CCc2ncccc21)Nc1scc(Br)c1-c1ncn[nH]1
CHEMBL1822145,83.1,O=C(Cn1c(=O)ccc2cc(F)c(F)cc21)Nc1scc(Br)c1-c1ncn[nH]1
CHEMBL1822146,36.2,O=C(Cn1c(=O)ccc2cc(C(F)(F)F)ccc21)Nc1scc(Br)c1-c1ncn[nH]1
CHEMBL1822151,34.3,N#Cc1ccc2c(ccc(=O)n2CC(=O)Nc2scc(Br)c2-c2ncn[nH]2)c1
CHEMBL1822179,44.2,CC1CCN(CC(C)(C)NCC(O)c2cc(C(F)(F)F)nc3c(C(F)(F)F)cccc23)CC1
CHEMBL1822185,33.1,CC(CN1CCCC1)NCC(O)c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12
CHEMBL1822186,32.7,CC1CC(C)CN(CCNCC(O)c2cc(C(F)(F)F)nc3c(C(F)(F)F)cccc23)C1
CHEMBL1822188,2.5,Cc1ccc(S(=O)(=O)N(CCN2CCCCC2)CC(O)c2cc(C(F)(F)F)nc3c(C(F)(F)F)cccc23)cc1
CHEMBL1822189,14.2,OC(CNCCN1CC2CCC1C2)c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12
CHEMBL1822190,18.8,CC(CN1CC2CCC1C2)NCC(O)c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12
CHEMBL1822191,25.1,CC(C)(CN1CC2CCC1C2)NCC(O)c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12
CHEMBL1822194,0.3,CNCCN(CC(O)c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)CC(O)c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12
CHEMBL1822196,4.9,CN(CCN)CC(O)c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12
CHEMBL1822197,5.66,CNCCN(C)CC(O)c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12
CHEMBL1822198,9.06,NCCN(Cc1ccccc1)CC(O)c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12
CHEMBL1822201,13.1,CC(CNC(C)(C)C)NCC(O)c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12
CHEMBL1822202,9.6,CC(CNC1CCCCC1)NCC(O)c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12
CHEMBL1822203,10.4,CC(CNC1CCC1)NCC(O)c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12
CHEMBL1822204,11.1,CC(CNC1CCCC1)NCC(O)c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12
CHEMBL1822319,5.9,CCCCNCCNCC(O)c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12
CHEMBL1822321,17.0,CN(CCNCC(O)c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCC1
CHEMBL1822322,13.0,OC(CNCCNc1ccccc1)c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12
CHEMBL1822323,3.1,NCCNCC(O)c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12
CHEMBL1822324,24.7,OC(CNCCN(C1CCCCC1)C1CCCCC1)c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12
CHEMBL1822325,12.7,CC(C)NCCNCC(O)c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12
CHEMBL1822327,11.2,CC(C)(C)NCCNCC(O)c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12
CHEMBL1822328,3.0,OC(CNCCNC1CCCC1)c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12
CHEMBL1822329,2.7,OC(CNCCNC1CCCCC1)c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12
CHEMBL1822330,9.03,CC(C)N(C)CCNCC(O)c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12
CHEMBL1822331,8.54,OC(CNCCNC1CCC1)c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12
CHEMBL1823290,58.0,OCc1cn(-c2ccc(Cl)c(Cl)c2)nn1
CHEMBL1830042,13.25,CN1CC(c2c[nH]c3cc(-n4ccc(OCc5ccccc5)cc4=O)ccc23)C1
CHEMBL1830043,12.75,CN1CC(c2c[nH]c3cc(-n4ccc(OCc5ccccc5F)cc4=O)ccc23)C1
CHEMBL1830044,27.3,CN1CC(c2c[nH]c3cc(-n4ccc(-c5ccc(Cl)cc5)cc4=O)ccc23)C1
CHEMBL1830046,17.25,COCCN1CC(c2c[nH]c3cc(-n4ccc(OCc5ccccc5)cc4=O)ccc23)C1
CHEMBL1830047,30.15,O=c1cc(OCc2ccccc2)ccn1-c1ccc2c(C3CN(CCF)C3)c[nH]c2c1
CHEMBL1830048,26.25,Cn1cc(C2CN(CCF)C2)c2ccc(-n3ccc(-c4ccc(F)cc4)cc3=O)cc21
CHEMBL1830050,19.55,CN1CC(N2CCc3cc(-n4ccc(OCc5ccccc5)cc4=O)ccc32)C1
CHEMBL1830051,27.950000000000003,O=c1cc(OCc2ccccc2)ccn1-c1ccc2c(c1)CCN2C1CN(CCF)C1
CHEMBL1830053,29.5,O=c1cc(-c2ccc(Cl)cc2)ccn1-c1ccc2c(c1)CCN2C1CN(CCF)C1
CHEMBL1830698,14.85,c1ccc(Nc2nc3c(s2)CCc2n[nH]cc2-3)nc1
CHEMBL1830707,18.5,c1ccc(Nc2nc3c(s2)CCCc2n[nH]cc2-3)nc1
CHEMBL1830711,27.0,c1cnc(Nc2nc3c(s2)CCCc2n[nH]cc2-3)nc1
CHEMBL1834206,2.3,O=C(O)[C@@H]1CCC[C@H]1C(=O)c1ccc(-c2ccc(Nc3nc4ccc(F)cc4s3)c(F)c2)cc1
CHEMBL1835919,10000000.0,Nc1ncnc2c1C(=O)N(c1ccc([C@H]3CC[C@H](CC(=O)O)CC3)cc1)CCO2
CHEMBL1836445,42.0,O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCC#Cc1ccc(-c3ccc(C(F)(F)F)cc3)cn1)C2
CHEMBL1836597,775.5,O=[N+]([O-])c1cn2c(n1)OC[C@@H](Oc1cc(-c3ccc(C(F)(F)F)nc3)ccn1)C2
CHEMBL1857945,73.85,CN(C)CCNc1cc(-c2ccccc2)nc2cc(-c3ccc(F)cc3)nn12
CHEMBL1859037,107.5,CC(C)(C)c1cc(N2CCNCC2)n2nc(-c3ccc(F)cc3)cc2n1
CHEMBL1859084,74500000.0,CCOc1ccc(-c2nc(CNC[C@@H]3CC[C@H]4C[C@@H]3C4(C)C)co2)cc1
CHEMBL1859664,214500000.0,CCCCCC(C)NCc1coc(-c2ccc(OCC)cc2)n1
CHEMBL1859875,502.5,Cc1cc(NCCN(C)C)n2nc(-c3cccc(F)c3)cc2n1
CHEMBL1860102,333500000.0,COc1ccccc1Oc1ncccc1/C(=N\O)NC1CCCCC1
CHEMBL1860154,441.5,Cc1cc(N2CCNCC2)n2nc(-c3cccc(F)c3)cc2n1
CHEMBL1860272,325000000.0,O/N=C(/NC1CCCCC1)c1cccnc1Oc1ccccc1Cl
CHEMBL1861526,420.0,Cc1cc(NCCCn2ccnc2)n2nc(-c3cccc(F)c3)cc2n1
CHEMBL1861531,411500000.0,O/N=C(/NC1CCCCC1)c1cccnc1Oc1ccccc1
CHEMBL1861723,33.45,Fc1cccc(-c2cc3nc(-c4ccccc4)cc(NCCCN4CCOCC4)n3n2)c1
CHEMBL1861988,385.5,Cc1cc(NCCCN2CCOCC2)n2nc(-c3cccc(F)c3)cc2n1
CHEMBL1862628,163.65,CN(C)CCNc1nc(Oc2cccc3ccccc23)c2sccc2n1
CHEMBL1873475,12.5,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1
CHEMBL1896117,300000000.0,Cc1cc(NC(=O)c2ccc(Cl)cc2Cl)n(-c2ccccc2)n1
CHEMBL190461,22300000.0,C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc(CCCCC)cc1O
CHEMBL1906448,14.81,Cc1nn(-c2ccccn2)c2c1C(=O)CC(C)(C)C2Br
CHEMBL1914990,106000000.0,CC(C)N(/C(Cc1ccc([N+](=O)[O-])cc1)=N/P(=O)(Oc1ccccc1)Oc1ccccc1)C(C)C
CHEMBL1916025,8.0,Fc1ccccc1Cc1nc(-c2ncn[nH]2)n2ccccc12
CHEMBL1916026,1.0,Cc1n[nH]c(-c2nc(Cc3ccccc3F)c3ccccn23)n1
CHEMBL1916027,6.0,Fc1ccccc1Cc1nc(-c2nc(C(F)(F)F)n[nH]2)n2ccccc12
CHEMBL1916028,0.2,Fc1ccccc1Cc1nc(-c2nc(C(F)F)n[nH]2)n2ccccc12
CHEMBL1916029,0.5,Fc1ccccc1Cc1nc(-c2nc(Cc3ccccc3)n[nH]2)n2ccccc12
CHEMBL1916030,3.0,Fc1ccccc1Cc1nc(-c2nc(C(F)(F)C(F)(F)F)n[nH]2)n2ccccc12
CHEMBL1916032,13.0,NC(=O)c1n[nH]c(-c2nc(Cc3ccccc3F)c3ccccn23)n1
CHEMBL1916033,28.0,Fc1ccccc1Cc1nc(-c2nc(C(F)(F)F)n[nH]2)n2cccnc12
CHEMBL1916035,17.0,Fc1ccccc1Cc1nc(-c2nc(C(F)(F)F)n[nH]2)c2ccccn12
CHEMBL1916036,19.0,FC(F)(F)c1n[nH]c(-c2nc(Cc3cncnc3)c3ccccn23)n1
CHEMBL1916037,27.0,Cc1ncc(Cc2nc(-c3nc(C(F)(F)F)n[nH]3)n3ccccc23)cn1
CHEMBL1916038,23.0,Cc1ncc(Cc2nc(-c3nc(C(F)(F)F)n[nH]3)n3cccc(F)c23)cn1
CHEMBL1916039,20.0,Fc1ncncc1Cn1nc(-c2nc(C(F)(F)F)n[nH]2)c2cccnc21
CHEMBL1916317,4.42,NC(=O)[C@@H](CCC(F)(F)F)N(CC1CCCCC1)S(=O)(=O)c1ccc(Cl)cc1
CHEMBL1916318,6.01,NC(=O)[C@@H](CCC(F)(F)F)N(CC1CCCC1)S(=O)(=O)c1ccc(Cl)cc1
CHEMBL1916319,11.1,NC(=O)[C@@H](CCC(F)(F)F)N(CC1CCC1)S(=O)(=O)c1ccc(Cl)cc1
CHEMBL1916320,13.4,NC(=O)[C@@H](CCC(F)(F)F)N(C[C@H]1CCCCO1)S(=O)(=O)c1ccc(Cl)cc1
CHEMBL1916321,15.4,NC(=O)[C@@H](CCC(F)(F)F)N(C[C@@H]1CCCCO1)S(=O)(=O)c1ccc(Cl)cc1
CHEMBL1916322,18.2,NC(=O)[C@@H](CCC(F)(F)F)N(C[C@H]1CCCOC1)S(=O)(=O)c1ccc(Cl)cc1
CHEMBL1916323,18.4,NC(=O)[C@@H](CCC(F)(F)F)N(C[C@@H]1CCCOC1)S(=O)(=O)c1ccc(Cl)cc1
CHEMBL1916324,26.3,NC(=O)[C@@H](CCC(F)(F)F)N(CC1CCOCC1)S(=O)(=O)c1ccc(Cl)cc1
CHEMBL1916325,27.3,NC(=O)[C@@H](CCC(F)(F)F)N(C[C@@H]1COCCO1)S(=O)(=O)c1ccc(Cl)cc1
CHEMBL1916326,20.6,NC(=O)[C@@H](CCC(F)(F)F)N(C[C@H]1COCCO1)S(=O)(=O)c1ccc(Cl)cc1
CHEMBL1916327,19.1,NC(=O)[C@@H](CCC(F)(F)F)N(C[C@H]1CCCO1)S(=O)(=O)c1ccc(Cl)cc1
CHEMBL1916328,22.4,NC(=O)[C@@H](CCC(F)(F)F)N(C[C@@H]1CCCO1)S(=O)(=O)c1ccc(Cl)cc1
CHEMBL1916329,21.7,NC(=O)[C@@H](CCC(F)(F)F)N(C[C@H]1CCOC1)S(=O)(=O)c1ccc(Cl)cc1
CHEMBL1916330,20.5,NC(=O)[C@@H](CCC(F)(F)F)N(C[C@@H]1CCOC1)S(=O)(=O)c1ccc(Cl)cc1
CHEMBL1916331,34.9,NC(=O)[C@@H](CCC(F)(F)F)N(C[C@@H]1CCO1)S(=O)(=O)c1ccc(Cl)cc1
CHEMBL1916332,28.7,NC(=O)[C@@H](CCC(F)(F)F)N(C[C@H]1CCO1)S(=O)(=O)c1ccc(Cl)cc1
CHEMBL1916333,25.4,NC(=O)[C@@H](CCC(F)(F)F)N(CC1COC1)S(=O)(=O)c1ccc(Cl)cc1
CHEMBL1916334,21.8,C[C@H]1C[C@@H](CN([C@H](CCC(F)(F)F)C(N)=O)S(=O)(=O)c2ccc(Cl)cc2)O1
CHEMBL1916335,21.2,C[C@@H]1C[C@@H](CN([C@H](CCC(F)(F)F)C(N)=O)S(=O)(=O)c2ccc(Cl)cc2)O1
CHEMBL1916336,18.1,CC1(C)C[C@H](CN([C@H](CCC(F)(F)F)C(N)=O)S(=O)(=O)c2ccc(Cl)cc2)O1
CHEMBL1916337,14.9,CC1(C)C[C@@H](CN([C@H](CCC(F)(F)F)C(N)=O)S(=O)(=O)c2ccc(Cl)cc2)O1
CHEMBL1916338,22.3,CC1(C)CO[C@@H]1CN([C@H](CCC(F)(F)F)C(N)=O)S(=O)(=O)c1ccc(Cl)cc1
CHEMBL1916339,26.4,CC1(C)CO[C@H]1CN([C@H](CCC(F)(F)F)C(N)=O)S(=O)(=O)c1ccc(Cl)cc1
CHEMBL193,687.5,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-]
CHEMBL1938410,1.0,CCN(C)C(=O)c1ccc([C@H](c2cccnc2)N2CCN(Cc3cscn3)CC2)cc1
CHEMBL1939735,3.0,CCN(CC)C(=O)c1ccc([C@H](c2cccc(NC(=O)OC)c2)N2CCN(Cc3cccnc3)CC2)cc1
CHEMBL1939736,2.2,CCN(CC)C(=O)c1ccc([C@H](c2cccc(NC(=O)OC)c2)N2CCN(Cc3cncs3)CC2)cc1
CHEMBL1939737,1.0,CCN(CC)C(=O)c1ccc([C@H](c2cccc(NC(=O)C3CC3)c2)N2CCN(Cc3ccc(F)cc3)CC2)cc1
CHEMBL1939738,1.0,CN(CCO)C(=O)c1ccc([C@H](c2cccc(NC(=O)C3CC3)c2)N2CCN(Cc3ccc(F)cc3)CC2)cc1
CHEMBL1939739,1.0,O=C(Nc1cccc([C@@H](c2ccc(C(=O)N3CCC3)cc2)N2CCN(Cc3ccc(F)cc3)CC2)c1)C1CC1
CHEMBL1939741,1.0,CCN(C)C(=O)c1ccc([C@H](c2cccc(NC(=O)C3CCC3)c2)N2CCN(Cc3cccnc3)CC2)cc1
CHEMBL1939743,1.0,CCN(CC)C(=O)c1ccc([C@H](c2cccc(NC(=O)C3CC3)c2)N2CCN(CCOC)CC2)cc1
CHEMBL1939745,1.0,CCOC(=O)Nc1ccccc1[C@@H](c1ccc(C(=O)N(CC)CC)cc1)N1CCN(Cc2cscn2)CC1
CHEMBL1939746,1.0,CCOC(=O)Nc1cccc([C@@H](c2ccc(C(=O)N(CC)CC)cc2)N2CCN(Cc3cscn3)CC2)c1
CHEMBL1939747,1.3,CCOC(=O)Nc1ccc([C@@H](c2ccc(C(=O)N(CC)CC)cc2)N2CCN(Cc3cscn3)CC2)cc1
CHEMBL1939748,4.3,CCOC(=O)Nc1ccccc1[C@@H](c1ccc(C(=O)N(CC)CC)cc1)N1CCN(Cc2ccccn2)CC1
CHEMBL1939749,1.0,CCOC(=O)Nc1cccc([C@@H](c2ccc(C(=O)N(C)CC)cc2)N2CCN(Cc3nc[nH]c3C)CC2)c1
CHEMBL1939750,1.0,CCOC(=O)Nc1cccc([C@@H](c2ccc(C(=O)N(C)CC)cc2)N2CCN(Cc3c[nH]c(C)n3)CC2)c1
CHEMBL1939751,1.2,CCN(C)C(=O)c1ccc([C@H](c2cccc(NC(=O)OC)c2)N2CCN(Cc3cscn3)CC2)cc1
CHEMBL1939752,1.8,CCOC(=O)Nc1cccc([C@@H](c2ccc(C(=O)N3CCC3)cc2)N2CCN(Cc3cccnc3)CC2)c1
CHEMBL1939753,1.2,CCN(C)C(=O)c1ccc([C@H](c2cccnc2)N2CCN(Cc3ccccn3)CC2)cc1
CHEMBL1939754,2.5,CCN(C)C(=O)c1ccc([C@H](c2ccccn2)N2CCN(Cc3ccccn3)CC2)cc1
CHEMBL1946811,40.0,CC1(C)CN(CCC#N)C(=O)[C@@H]1Oc1ccc(C#N)c(C(F)(F)F)c1
CHEMBL1950812,257000000.0,ClCCc1cnc(Cl)nc1Cl
CHEMBL1951143,1.2,CCCCc1nc(C)c(CC(=S)N(C)C)c(=O)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1
CHEMBL1957501,3.5,NC(=O)c1cn2cc(-c3cccc4[nH]ncc34)nc(N3CCOCC3)c2n1
CHEMBL1957502,3.5,CNC(=O)c1cn2cc(-c3cccc4[nH]ncc34)nc(N3CCOCC3)c2n1
CHEMBL1957504,1.0,O=C(NCCN1CCOCC1)c1cn2cc(-c3cccc4[nH]ncc34)nc(N3CCOCC3)c2n1
CHEMBL1957505,1.0,CN(C)CCCNC(=O)c1cn2cc(-c3cccc4[nH]ncc34)nc(N3CCOCC3)c2n1
CHEMBL1957507,3.5,COCCNC(=O)c1cn2cc(-c3cccc4[nH]ncc34)nc(N3CCOCC3)c2n1
CHEMBL197653,12.6,C[C@H](N)Cn1ncc2ccc(O)c(F)c21
CHEMBL199385,4.55,NCCn1ncc2ccc(O)cc21
CHEMBL199775,179.0,COc1ccc2cnn(C[C@H](C)N)c2c1
CHEMBL2,13100000.0,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC
CHEMBL200104,22.6,Cc1c(O)ccc2cnn(C[C@H](C)N)c12
CHEMBL200161,270.0,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)NCC#N
CHEMBL200906,38000000.0,CN1C(=O)C(C(=O)Nc2nncs2)c2cc3occc3cc21
CHEMBL2010836,170000000.0,CN(C(=O)Cc1ccc(-n2cnnn2)cc1)C1CCN(Cc2ccc(C(F)(F)F)cc2)CC1
CHEMBL201132,20.799999999999997,C[C@H](N)Cn1ncc2ccc(O)c(I)c21
CHEMBL2013012,312050000.0,CC(C)S(=O)(=O)NC[C@H]1CC[C@H](NC(=O)CN2CCc3cc(Cl)ccc32)CC1
CHEMBL202723,210.0,CCCC[C@H](NC(=O)O[C@@H]1C(=O)N(C(=O)c2cccnc2)CC1(C)C)C(=O)C(=O)N[C@H](C)c1ccccc1
CHEMBL2029180,5.4,CN=[S+](C)([O-])c1ccc(Nc2ncc(C(F)(F)F)c(N[C@@H]3CCC[C@H]3N(C)C)n2)cc1
CHEMBL2029181,6.5,CCN=[S+](C)([O-])c1ccc(Nc2ncc(C(F)(F)F)c(N[C@@H]3CCC[C@H]3N(C)C)n2)cc1
CHEMBL2030436,355000000.0,CS(=O)(=O)Cc1cc(N2CCOCC2)nc(-c2ccc3[nH]ccc3c2)n1
CHEMBL203463,160.0,CCCC[C@H](NC(=O)O[C@H](Cn1ccc(-c2ccc(C(F)(F)F)cc2)n1)C(C)(C)C)C(=O)CNS(=O)(=O)c1ccccn1
CHEMBL203501,770.0,CCCC[C@@H](/C=N/NS(=O)(=O)N(C)C)NC(=O)OC(C)(C)C
CHEMBL204103,200.0,CCCC[C@@H](/C=N/NC(=O)N1CCCC1)NC(=O)OC(C)(C)C
CHEMBL2042006,136.5,CN(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)NCC#N
CHEMBL2042007,264.0,N#CCNC(=O)[C@H](CCc1ccccc1)NC(=O)OCc1ccccc1
CHEMBL2042008,257.0,CN(C[C@H](NC(=O)OCc1ccccc1)C(=O)NCC#N)c1ccccc1
CHEMBL2042009,283.5,N#CCNC(=O)[C@H](CN1CCCc2ccccc21)NC(=O)OCc1ccccc1
CHEMBL2042010,237.75,N#CCNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)OCc1ccccc1
CHEMBL2042011,183.0,Cn1cc(C[C@H](NC(=O)OCc2ccccc2)C(=O)NCC#N)c2ccccc21
CHEMBL2042012,243.5,N#CCNC(=O)[C@H](Cn1ccc2ccccc21)NC(=O)OCc1ccccc1
CHEMBL2042013,279.0,N#CCNC(=O)[C@H](Cn1cc2ccccc2n1)NC(=O)OCc1ccccc1
CHEMBL2042014,17.25,N#CCNC(=O)[C@H](Cc1c[nH]cn1)NC(=O)OCc1ccccc1
CHEMBL2042015,170.55,N#CCNC(=O)[C@H](Cn1cccn1)NC(=O)OCc1ccccc1
CHEMBL2042016,215.0,NC(=O)[C@H](CCc1ccccc1)NC(=O)OCc1ccccc1
CHEMBL2042017,215.5,CN(C[C@H](NC(=O)OCc1ccccc1)C(N)=O)c1ccccc1
CHEMBL2042018,228.5,NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1
CHEMBL2042019,188.5,NC(=O)[C@H](Cc1ccccn1)NC(=O)OCc1ccccc1
CHEMBL2042020,88.55,NC(=O)[C@H](Cc1ccncc1)NC(=O)OCc1ccccc1
